customer_id,plan,country,monthly_usage_hours,tenure_months,subscription_type,churn
4265,Standard,India,86,43,Yearly,0
4266,Basic,Australia,61,37,Yearly,0
4267,Standard,USA,55,42,Yearly,0
4268,Basic,Germany,13,26,Monthly,0
4269,Premium,UK,112,11,Monthly,0
4270,Premium,Australia,20,27,Yearly,0
4271,Standard,USA,59,20,Monthly,1
4272,Premium,Canada,66,14,Monthly,0
4273,Basic,Australia,44,39,Yearly,1
4274,Basic,India,67,42,Yearly,0
4275,Standard,UK,98,39,Monthly,0
4276,Standard,USA,62,37,Monthly,0
4277,Basic,Australia,36,46,Monthly,1
4278,Basic,USA,26,40,Yearly,0
4279,Basic,UK,23,28,Monthly,1
4280,Basic,USA,97,41,Monthly,0
4281,Basic,USA,73,5,Monthly,0
4282,Standard,Australia,82,33,Monthly,0
4283,Basic,Australia,26,31,Yearly,1
4284,Basic,Germany,51,26,Yearly,1
4285,Standard,India,13,7,Monthly,0
4286,Standard,Germany,55,34,Yearly,0
4287,Premium,India,80,3,Monthly,1
4288,Standard,India,47,24,Monthly,1
4289,Basic,Germany,101,7,Monthly,0
4290,Premium,UK,19,46,Monthly,1
4291,Standard,USA,60,28,Monthly,0
4292,Basic,Canada,36,45,Monthly,1
4293,Standard,Germany,47,32,Monthly,0
4294,Premium,Germany,50,7,Monthly,1
4295,Basic,UK,55,46,Monthly,1
4296,Basic,USA,57,9,Monthly,1
4297,Basic,Australia,35,15,Yearly,0
4298,Basic,Germany,14,9,Yearly,0
4299,Basic,Canada,59,34,Monthly,0
4300,Standard,USA,47,37,Monthly,0
4301,Basic,Germany,25,4,Yearly,0
4302,Premium,Australia,46,38,Yearly,0
4303,Standard,Germany,65,14,Monthly,1
4304,Standard,Australia,22,18,Monthly,0
4305,Premium,India,108,41,Yearly,0
4306,Basic,India,39,4,Monthly,1
4307,Basic,Germany,35,3,Monthly,0
4308,Standard,UK,95,19,Yearly,0
4309,Premium,India,109,27,Monthly,0
4310,Standard,Germany,68,30,Monthly,0
4311,Basic,Australia,45,13,Monthly,0
4312,Premium,USA,62,33,Yearly,0
4313,Basic,Australia,84,4,Monthly,0
4314,Premium,Canada,120,35,Monthly,0
4315,Premium,India,35,19,Monthly,1
4316,Basic,Germany,35,44,Monthly,1
4317,Standard,India,61,39,Monthly,0
4318,Basic,Australia,48,32,Monthly,1
4319,Basic,Australia,17,42,Monthly,0
4320,Standard,USA,36,45,Monthly,1
4321,Standard,UK,29,5,Yearly,1
4322,Premium,Germany,160,17,Yearly,0
4323,Standard,USA,60,35,Yearly,0
4324,Basic,Canada,34,17,Monthly,1
4325,Premium,Germany,62,17,Yearly,0
4326,Premium,Canada,69,25,Monthly,0
4327,Basic,UK,62,41,Monthly,0
4328,Premium,Germany,50,8,Monthly,0
4329,Basic,Germany,51,28,Monthly,0
4330,Premium,USA,77,46,Monthly,0
4331,Basic,India,63,45,Monthly,1
4332,Basic,Germany,59,19,Monthly,0
4333,Basic,UK,53,8,Monthly,0
4334,Standard,Germany,45,9,Yearly,1
4335,Basic,Germany,70,18,Yearly,1
4336,Basic,Germany,58,44,Monthly,0
4337,Standard,Germany,58,3,Monthly,1
4338,Premium,UK,139,27,Yearly,0
4339,Basic,USA,27,34,Yearly,0
4340,Basic,India,38,16,Monthly,1
4341,Basic,UK,205,30,Monthly,0
4342,Basic,UK,46,36,Monthly,0
4343,Premium,Canada,55,10,Monthly,0
4344,Premium,India,49,36,Yearly,0
4345,Standard,USA,68,23,Monthly,1
4346,Basic,Australia,41,29,Yearly,0
4347,Standard,USA,12,45,Monthly,1
4348,Standard,Australia,98,31,Monthly,0
4349,Premium,Canada,9,40,Monthly,0
4350,Standard,Canada,158,31,Yearly,0
4351,Standard,UK,76,17,Monthly,0
4352,Standard,USA,32,5,Yearly,1
4353,Basic,Australia,33,34,Monthly,0
4354,Premium,USA,13,25,Monthly,1
4355,Standard,Australia,29,24,Yearly,1
4356,Standard,USA,32,13,Monthly,1
4357,Basic,UK,84,11,Monthly,0
4358,Standard,Australia,62,40,Yearly,1
4359,Standard,USA,12,18,Monthly,1
4360,Basic,Germany,13,31,Yearly,0
4361,Basic,Canada,26,2,Monthly,1
4362,Standard,Canada,28,22,Monthly,1
4363,Standard,Australia,117,14,Monthly,1
4364,Standard,Canada,30,14,Yearly,0
4365,Basic,Canada,128,45,Monthly,0
4366,Standard,Germany,66,11,Monthly,1
4367,Basic,India,77,36,Monthly,0
4368,Basic,USA,52,9,Monthly,0
4369,Basic,Australia,29,4,Yearly,1
4370,Basic,Canada,35,32,Monthly,1
4371,Basic,USA,127,38,Monthly,0
4372,Basic,USA,76,14,Yearly,0
4373,Basic,Germany,74,30,Yearly,1
4374,Basic,USA,96,33,Monthly,0
4375,Standard,Canada,76,14,Monthly,0
4376,Basic,Australia,26,31,Yearly,1
4377,Basic,USA,33,31,Yearly,0
4378,Premium,Germany,58,15,Yearly,0
4379,Basic,Australia,147,1,Monthly,0
4380,Standard,Australia,88,8,Monthly,1
4381,Basic,Australia,38,25,Monthly,0
4382,Basic,Canada,71,26,Yearly,0
4383,Standard,Germany,13,24,Monthly,1
4384,Standard,UK,28,35,Monthly,1
4385,Premium,India,47,19,Yearly,0
4386,Standard,USA,78,12,Monthly,0
4387,Premium,USA,94,13,Monthly,0
4388,Basic,USA,34,16,Monthly,0
4389,Basic,UK,41,29,Monthly,1
4390,Basic,Australia,95,10,Monthly,0
4391,Basic,Australia,46,32,Monthly,1
4392,Standard,India,33,18,Yearly,0
4393,Standard,Germany,86,11,Monthly,1
4394,Basic,UK,63,7,Yearly,0
4395,Premium,UK,64,24,Monthly,1
4396,Premium,Canada,16,12,Yearly,0
4397,Basic,Australia,28,16,Monthly,0
4398,Basic,UK,56,11,Monthly,1
4399,Basic,UK,47,30,Yearly,0
4400,Basic,USA,83,33,Yearly,1
4401,Basic,Australia,57,33,Monthly,0
4402,Standard,Canada,25,5,Yearly,1
4403,Basic,Germany,41,17,Monthly,0
4404,Basic,India,25,34,Monthly,1
4405,Premium,Germany,94,16,Monthly,0
4406,Standard,Canada,45,45,Monthly,0
4407,Premium,USA,46,9,Yearly,0
4408,Basic,India,31,32,Monthly,1
4409,Basic,Germany,22,36,Monthly,1
4410,Standard,Australia,41,27,Monthly,1
4411,Basic,Australia,28,46,Yearly,1
4412,Basic,India,7,45,Yearly,1
4413,Standard,India,43,30,Monthly,0
4414,Standard,India,46,15,Monthly,1
4415,Basic,UK,38,27,Monthly,1
4416,Basic,Canada,24,22,Monthly,0
4417,Basic,Australia,45,22,Monthly,1
4418,Basic,Australia,48,24,Monthly,1
4419,Basic,Canada,28,14,Monthly,0
4420,Basic,USA,51,38,Yearly,0
4421,Basic,Australia,25,6,Yearly,0
4422,Premium,Germany,125,45,Monthly,0
4423,Standard,USA,23,17,Monthly,1
4424,Standard,Germany,8,28,Yearly,0
4425,Basic,India,37,24,Yearly,0
4426,Basic,Australia,52,45,Yearly,0
4427,Basic,Germany,113,15,Monthly,0
4428,Basic,Germany,45,28,Monthly,0
4429,Basic,India,29,14,Monthly,0
4430,Standard,USA,67,11,Monthly,0
4431,Standard,Germany,43,1,Yearly,1
4432,Standard,Australia,41,17,Yearly,0
4433,Basic,USA,64,44,Yearly,0
4434,Premium,USA,61,25,Monthly,0
4435,Basic,Canada,44,2,Yearly,1
4436,Basic,Australia,47,2,Monthly,0
4437,Basic,Australia,89,39,Monthly,1
4438,Standard,India,39,15,Yearly,1
4439,Premium,India,93,13,Monthly,0
4440,Basic,UK,26,12,Monthly,1
4441,Premium,Australia,41,11,Yearly,0
4442,Premium,USA,64,29,Monthly,1
4443,Basic,UK,72,11,Yearly,0
4444,Basic,Australia,47,4,Yearly,0
4445,Basic,India,58,1,Monthly,0
4446,Premium,India,54,45,Monthly,0
4447,Basic,Australia,40,27,Monthly,1
4448,Standard,UK,103,44,Monthly,1
4449,Basic,India,32,35,Yearly,0
4450,Standard,India,119,13,Monthly,0
4451,Basic,Canada,17,46,Monthly,0
4452,Standard,Germany,53,31,Monthly,1
4453,Premium,Australia,47,11,Monthly,0
4454,Premium,Canada,25,10,Monthly,0
4455,Premium,Germany,115,37,Yearly,0
4456,Basic,Australia,119,8,Monthly,0
4457,Standard,Canada,18,16,Monthly,0
4458,Basic,Canada,18,5,Monthly,1
4459,Basic,Australia,60,21,Yearly,0
4460,Standard,USA,136,8,Yearly,1
4461,Basic,UK,48,35,Monthly,0
4462,Standard,Australia,91,5,Monthly,1
4463,Premium,Canada,42,13,Monthly,0
4464,Basic,USA,142,13,Yearly,0
4465,Standard,Canada,83,5,Monthly,1
4466,Basic,UK,19,33,Monthly,0
4467,Basic,USA,71,16,Monthly,1
4468,Basic,Australia,45,20,Monthly,0
4469,Premium,Germany,22,42,Monthly,0
4470,Premium,UK,82,38,Yearly,0
4471,Premium,India,45,28,Yearly,0
4472,Premium,Australia,48,16,Yearly,0
4473,Basic,Australia,39,32,Yearly,1
4474,Basic,Australia,34,32,Yearly,1
4475,Standard,USA,125,11,Monthly,0
4476,Basic,India,11,2,Monthly,0
4477,Basic,USA,126,4,Monthly,1
4478,Basic,Germany,71,13,Yearly,0
4479,Standard,USA,47,5,Monthly,1
4480,Standard,Australia,147,7,Yearly,0
4481,Basic,Canada,71,13,Yearly,0
4482,Basic,India,48,22,Yearly,0
4483,Standard,India,31,2,Monthly,0
4484,Standard,USA,129,40,Monthly,1
4485,Basic,Canada,57,26,Monthly,1
4486,Standard,Canada,115,29,Monthly,0
4487,Basic,USA,96,8,Monthly,1
4488,Basic,UK,114,20,Monthly,1
4489,Standard,Germany,15,3,Monthly,1
4490,Standard,USA,108,41,Monthly,1
4491,Basic,Australia,25,6,Monthly,1
4492,Standard,Canada,31,1,Monthly,1
4493,Standard,Germany,76,19,Monthly,0
4494,Standard,USA,70,40,Yearly,0
4495,Standard,Germany,65,12,Monthly,0
4496,Standard,UK,29,2,Yearly,0
4497,Basic,Canada,21,41,Monthly,1
4498,Basic,UK,114,36,Monthly,0
4499,Basic,UK,73,37,Monthly,1
4500,Basic,Canada,55,40,Monthly,1
4501,Standard,Australia,130,9,Monthly,1
4502,Standard,UK,98,35,Yearly,0
4503,Basic,USA,104,41,Monthly,0
4504,Basic,USA,65,45,Monthly,1
4505,Basic,Germany,18,40,Yearly,0
4506,Basic,USA,24,23,Yearly,1
4507,Standard,USA,19,8,Monthly,1
4508,Basic,Germany,10,15,Monthly,1
4509,Standard,India,39,42,Monthly,1
4510,Premium,Canada,86,23,Monthly,0
4511,Basic,USA,41,36,Monthly,0
4512,Basic,Germany,69,37,Monthly,0
4513,Basic,UK,36,12,Monthly,1
4514,Standard,UK,53,18,Yearly,0
4515,Standard,Australia,35,26,Yearly,1
4516,Basic,USA,57,30,Monthly,0
4517,Standard,Canada,40,28,Yearly,0
4518,Premium,Germany,37,42,Monthly,1
4519,Basic,Australia,66,12,Monthly,1
4520,Basic,Australia,11,8,Yearly,0
4521,Premium,Germany,76,33,Monthly,0
4522,Standard,Germany,63,14,Monthly,0
4523,Premium,Germany,93,1,Monthly,0
4524,Standard,Germany,62,1,Monthly,1
4525,Premium,Canada,93,27,Yearly,0
4526,Basic,Germany,54,34,Monthly,0
4527,Standard,Canada,26,8,Monthly,0
4528,Premium,Canada,41,10,Monthly,0
4529,Standard,Canada,76,20,Yearly,0
4530,Basic,UK,65,37,Monthly,1
4531,Basic,India,31,1,Monthly,1
4532,Basic,Australia,46,30,Monthly,1
4533,Basic,USA,77,25,Yearly,0
4534,Basic,UK,41,30,Yearly,0
4535,Standard,India,79,26,Monthly,0
4536,Standard,Australia,37,18,Monthly,1
4537,Basic,UK,29,10,Monthly,1
4538,Standard,Australia,22,7,Monthly,1
4539,Basic,Canada,73,10,Monthly,0
4540,Basic,Canada,34,6,Monthly,0
4541,Basic,Germany,63,4,Monthly,0
4542,Standard,Canada,22,40,Monthly,0
4543,Basic,UK,38,10,Monthly,0
4544,Basic,Australia,50,26,Yearly,0
4545,Basic,USA,82,41,Monthly,1
4546,Premium,Australia,18,27,Monthly,0
4547,Basic,Canada,36,32,Monthly,0
4548,Standard,Australia,62,6,Monthly,1
4549,Standard,India,73,29,Yearly,0
4550,Standard,Australia,32,39,Monthly,0
4551,Premium,UK,91,23,Monthly,0
4552,Basic,India,39,31,Yearly,1
4553,Basic,Germany,28,36,Yearly,0
4554,Premium,Germany,20,37,Monthly,0
4555,Basic,Australia,79,5,Yearly,0
4556,Standard,USA,106,5,Monthly,0
4557,Standard,UK,64,6,Monthly,1
4558,Standard,USA,139,20,Yearly,0
4559,Premium,India,39,6,Yearly,0
4560,Premium,USA,56,28,Monthly,1
4561,Standard,India,49,12,Monthly,0
4562,Basic,USA,10,33,Monthly,1
4563,Premium,Germany,16,14,Yearly,0
4564,Basic,UK,32,32,Monthly,0
4565,Basic,USA,100,36,Yearly,1
4566,Premium,Australia,42,22,Monthly,0
4567,Basic,India,120,30,Monthly,0
4568,Basic,Australia,33,1,Yearly,1
4569,Basic,UK,131,12,Monthly,0
4570,Premium,Australia,26,6,Monthly,0
4571,Standard,Germany,23,14,Yearly,0
4572,Standard,Germany,75,17,Monthly,1
4573,Basic,Canada,12,32,Monthly,1
4574,Standard,UK,17,35,Yearly,0
4575,Standard,USA,72,24,Monthly,0
4576,Basic,Germany,136,39,Monthly,1
4577,Basic,USA,100,3,Monthly,1
4578,Basic,USA,61,16,Monthly,1
4579,Premium,India,67,24,Monthly,0
4580,Standard,Australia,46,16,Monthly,0
4581,Premium,USA,22,10,Yearly,0
4582,Basic,Canada,54,18,Monthly,1
4583,Standard,UK,32,12,Monthly,1
4584,Standard,UK,73,22,Yearly,0
4585,Standard,India,112,41,Yearly,0
4586,Premium,Canada,23,39,Monthly,0
4587,Basic,Australia,12,37,Monthly,1
4588,Basic,Canada,161,19,Monthly,1
4589,Standard,UK,105,19,Yearly,0
4590,Standard,Canada,11,2,Monthly,0
4591,Standard,Australia,86,22,Monthly,1
4592,Basic,Germany,49,40,Monthly,0
4593,Standard,USA,114,15,Monthly,0
4594,Basic,USA,72,4,Monthly,1
4595,Basic,UK,79,14,Monthly,1
4596,Standard,UK,86,27,Monthly,1
4597,Standard,Australia,7,20,Monthly,1
4598,Basic,Canada,78,36,Yearly,0
4599,Basic,Australia,112,5,Yearly,0
4600,Basic,India,57,39,Yearly,0
4601,Basic,UK,23,26,Yearly,0
4602,Standard,UK,46,25,Yearly,0
4603,Premium,UK,43,8,Monthly,0
4604,Basic,Australia,58,33,Monthly,0
4605,Standard,Australia,126,40,Yearly,0
4606,Premium,Canada,44,33,Yearly,0
4607,Premium,Germany,32,30,Monthly,1
4608,Basic,UK,99,12,Monthly,1
4609,Premium,Germany,33,43,Monthly,0
4610,Basic,Australia,52,15,Monthly,0
4611,Basic,Canada,100,37,Monthly,0
4612,Basic,Australia,36,44,Yearly,1
4613,Basic,India,86,25,Monthly,0
4614,Basic,USA,45,36,Monthly,0
4615,Basic,USA,19,38,Monthly,1
4616,Basic,Australia,71,1,Monthly,1
4617,Premium,USA,62,38,Monthly,1
4618,Premium,USA,62,7,Yearly,0
4619,Basic,Canada,19,15,Yearly,0
4620,Premium,USA,67,39,Monthly,0
4621,Premium,Canada,68,32,Yearly,0
4622,Standard,India,118,8,Yearly,0
4623,Basic,UK,65,30,Yearly,0
4624,Standard,UK,32,20,Yearly,0
4625,Premium,UK,93,29,Monthly,0
4626,Standard,Canada,131,2,Monthly,1
4627,Basic,Canada,77,46,Monthly,1
4628,Standard,Canada,50,15,Monthly,1
4629,Standard,India,20,30,Yearly,0
4630,Standard,Germany,47,42,Monthly,0
4631,Basic,Canada,94,44,Monthly,0
4632,Basic,Canada,43,6,Monthly,0
4633,Premium,UK,18,23,Yearly,0
4634,Premium,Australia,74,20,Yearly,0
4635,Basic,USA,52,27,Yearly,1
4636,Premium,USA,38,4,Monthly,1
4637,Basic,India,30,27,Yearly,0
4638,Standard,USA,42,42,Yearly,1
4639,Standard,Germany,25,45,Monthly,1
4640,Premium,UK,62,5,Monthly,1
4641,Premium,India,30,17,Monthly,1
4642,Basic,USA,10,21,Monthly,0
4643,Premium,USA,83,35,Monthly,0
4644,Basic,Australia,68,35,Monthly,1
4645,Standard,UK,46,35,Monthly,1
4646,Standard,India,23,20,Monthly,0
4647,Standard,UK,119,35,Yearly,0
4648,Basic,India,87,32,Monthly,1
4649,Premium,USA,18,46,Monthly,0
4650,Basic,UK,63,8,Monthly,0
4651,Basic,UK,36,26,Monthly,1
4652,Standard,Germany,29,1,Monthly,1
4653,Basic,Australia,103,25,Monthly,0
4654,Premium,UK,93,5,Monthly,0
4655,Basic,India,29,26,Monthly,0
4656,Basic,Germany,47,36,Yearly,0
4657,Premium,UK,39,7,Monthly,0
4658,Standard,UK,33,40,Monthly,1
4659,Basic,Germany,58,27,Monthly,0
4660,Standard,USA,25,8,Monthly,1
4661,Standard,UK,21,22,Monthly,0
4662,Standard,Canada,45,8,Monthly,1
4663,Basic,Australia,42,26,Yearly,0
4664,Premium,USA,15,33,Monthly,1
4665,Premium,UK,92,43,Monthly,0
4666,Standard,USA,162,20,Yearly,0
4667,Basic,India,107,44,Monthly,0
4668,Premium,USA,20,8,Yearly,1
4669,Standard,Germany,100,2,Monthly,1
4670,Standard,UK,23,44,Yearly,0
4671,Basic,USA,69,47,Yearly,0
4672,Premium,Canada,39,25,Monthly,1
4673,Standard,India,77,4,Monthly,1
4674,Basic,India,50,3,Monthly,1
4675,Basic,USA,87,41,Monthly,0
4676,Premium,Germany,109,20,Yearly,1
4677,Basic,India,56,18,Yearly,0
4678,Premium,USA,32,25,Monthly,1
4679,Standard,USA,68,8,Yearly,0
4680,Standard,India,174,39,Monthly,1
4681,Basic,USA,26,14,Monthly,1
4682,Basic,USA,26,7,Monthly,1
4683,Premium,Australia,43,8,Monthly,0
4684,Basic,Canada,45,37,Monthly,0
4685,Standard,USA,47,8,Yearly,0
4686,Basic,Australia,107,41,Monthly,0
4687,Basic,Australia,75,20,Monthly,0
4688,Basic,USA,68,46,Yearly,0
4689,Standard,Germany,54,32,Monthly,1
4690,Premium,India,33,26,Monthly,0
4691,Basic,Australia,43,38,Monthly,1
4692,Basic,Australia,39,15,Monthly,1
4693,Basic,Germany,54,32,Yearly,0
4694,Standard,UK,21,47,Monthly,1
4695,Basic,Germany,25,10,Monthly,1
4696,Premium,UK,24,12,Monthly,1
4697,Standard,UK,15,27,Monthly,1
4698,Standard,Germany,89,13,Monthly,0
4699,Basic,Canada,85,10,Yearly,0
4700,Premium,Germany,48,14,Yearly,0
4701,Basic,Australia,52,13,Monthly,0
4702,Basic,India,21,20,Yearly,1
4703,Standard,Germany,185,24,Monthly,1
4704,Standard,Canada,55,16,Yearly,0
4705,Basic,Germany,58,26,Monthly,0
4706,Basic,Canada,67,5,Yearly,0
4707,Standard,India,94,30,Yearly,0
4708,Basic,USA,70,46,Monthly,1
4709,Premium,Canada,55,22,Yearly,1
4710,Standard,Canada,51,39,Monthly,0
4711,Basic,Australia,24,45,Monthly,0
4712,Basic,Canada,95,30,Yearly,0
4713,Basic,India,70,25,Monthly,1
4714,Standard,UK,56,18,Monthly,0
4715,Standard,Canada,43,36,Monthly,0
4716,Basic,India,47,9,Monthly,0
4717,Standard,Australia,49,18,Monthly,0
4718,Premium,Australia,34,23,Monthly,1
4719,Basic,USA,81,12,Monthly,0
4720,Premium,Canada,31,11,Monthly,1
4721,Basic,UK,87,1,Monthly,0
4722,Basic,India,75,1,Yearly,0
4723,Basic,USA,51,5,Monthly,1
4724,Basic,UK,20,27,Monthly,1
4725,Basic,USA,59,7,Monthly,0
4726,Basic,UK,42,18,Yearly,0
4727,Premium,Germany,82,47,Yearly,0
4728,Premium,Germany,54,19,Monthly,0
4729,Standard,Germany,79,38,Monthly,1
4730,Basic,USA,23,4,Monthly,0
4731,Basic,Germany,49,30,Monthly,0
4732,Basic,India,24,41,Monthly,1
4733,Standard,India,30,5,Yearly,0
4734,Premium,Germany,63,39,Yearly,0
4735,Basic,UK,24,41,Monthly,1
4736,Basic,UK,25,19,Yearly,0
4737,Standard,USA,57,4,Monthly,1
4738,Basic,UK,25,5,Monthly,1
4739,Basic,Canada,97,18,Monthly,0
4740,Standard,UK,13,41,Monthly,1
4741,Standard,India,102,37,Monthly,0
4742,Basic,Australia,75,28,Monthly,0
4743,Basic,UK,18,17,Monthly,1
4744,Premium,USA,36,16,Monthly,1
4745,Basic,UK,127,17,Yearly,0
4746,Basic,USA,58,47,Monthly,0
4747,Basic,Canada,49,27,Yearly,0
4748,Basic,Germany,138,27,Yearly,0
4749,Basic,Canada,80,1,Yearly,0
4750,Premium,India,46,45,Yearly,0
4751,Basic,Australia,68,27,Monthly,0
4752,Basic,Canada,36,35,Yearly,0
4753,Standard,Canada,56,37,Monthly,0
4754,Standard,India,102,34,Monthly,0
4755,Premium,India,48,1,Monthly,0
4756,Premium,Germany,55,27,Monthly,0
4757,Basic,Germany,31,24,Monthly,0
4758,Standard,UK,101,21,Monthly,0
4759,Basic,USA,48,40,Monthly,1
4760,Premium,India,36,18,Monthly,1
4761,Basic,Canada,35,5,Monthly,1
4762,Premium,Canada,97,41,Monthly,1
4763,Standard,Germany,52,18,Yearly,0
4764,Basic,USA,85,43,Monthly,0
4765,Standard,India,36,47,Monthly,1
4766,Premium,Germany,64,45,Monthly,0
4767,Premium,USA,96,43,Monthly,0
4768,Basic,India,111,7,Yearly,0
4769,Standard,Canada,54,18,Yearly,1
4770,Basic,Canada,55,25,Monthly,1
4771,Basic,Germany,84,32,Yearly,0
4772,Basic,USA,47,1,Monthly,1
4773,Basic,Canada,70,46,Monthly,0
4774,Premium,USA,75,10,Yearly,0
4775,Basic,Germany,17,32,Monthly,1
4776,Premium,UK,85,9,Yearly,0
4777,Basic,USA,101,20,Yearly,0
4778,Basic,Australia,45,25,Yearly,0
4779,Basic,USA,92,28,Monthly,0
4780,Basic,Germany,53,16,Monthly,1
4781,Basic,Australia,85,28,Yearly,0
4782,Basic,UK,41,20,Monthly,1
4783,Standard,Canada,44,27,Yearly,0
4784,Basic,India,25,26,Monthly,1
4785,Basic,Germany,58,26,Monthly,1
4786,Basic,India,3,26,Monthly,1
4787,Premium,UK,45,22,Monthly,0
4788,Premium,Australia,16,38,Monthly,1
4789,Basic,UK,98,7,Monthly,1
4790,Basic,USA,132,4,Yearly,0
4791,Basic,India,68,36,Yearly,0
4792,Premium,India,95,24,Yearly,0
4793,Basic,UK,31,39,Yearly,0
4794,Basic,Australia,43,30,Monthly,0
4795,Basic,India,70,37,Yearly,0
4796,Basic,Canada,57,37,Monthly,0
4797,Basic,UK,43,9,Monthly,0
4798,Standard,USA,175,23,Yearly,1
4799,Basic,USA,28,29,Monthly,1
4800,Standard,USA,168,46,Yearly,0
4801,Basic,India,71,43,Yearly,0
4802,Basic,UK,57,5,Monthly,1
4803,Premium,USA,47,33,Monthly,0
4804,Basic,UK,30,40,Yearly,1
4805,Premium,India,33,35,Yearly,0
4806,Standard,Canada,117,13,Monthly,0
4807,Basic,Canada,158,23,Yearly,0
4808,Premium,Canada,41,47,Monthly,0
4809,Basic,India,47,26,Monthly,0
4810,Premium,USA,108,34,Monthly,0
4811,Basic,India,38,46,Yearly,0
4812,Premium,UK,13,38,Monthly,1
4813,Basic,Canada,26,27,Yearly,1
4814,Standard,UK,39,38,Yearly,0
4815,Standard,India,47,9,Monthly,0
4816,Premium,Germany,39,17,Monthly,0
4817,Premium,Germany,55,39,Monthly,1
4818,Premium,India,34,22,Yearly,0
4819,Premium,USA,76,14,Monthly,0
4820,Basic,Australia,105,12,Monthly,1
4821,Basic,UK,29,17,Monthly,1
4822,Basic,India,48,13,Yearly,0
4823,Basic,India,35,42,Yearly,0
4824,Basic,Germany,83,26,Monthly,0
4825,Standard,Canada,27,26,Monthly,1
4826,Basic,Canada,80,33,Yearly,0
4827,Standard,Australia,46,23,Yearly,0
4828,Basic,USA,142,23,Monthly,0
4829,Basic,USA,81,27,Yearly,0
4830,Standard,Australia,113,15,Yearly,0
4831,Standard,USA,114,14,Yearly,1
4832,Standard,Germany,38,43,Monthly,0
4833,Standard,India,68,3,Monthly,1
4834,Basic,USA,102,28,Monthly,1
4835,Standard,Germany,78,27,Monthly,0
4836,Basic,UK,7,45,Monthly,1
4837,Basic,India,20,41,Yearly,0
4838,Basic,Australia,36,40,Yearly,0
4839,Basic,UK,17,5,Monthly,1
4840,Basic,Canada,147,2,Monthly,1
4841,Premium,Canada,143,39,Monthly,0
4842,Premium,India,29,11,Monthly,1
4843,Basic,USA,57,43,Monthly,0
4844,Basic,India,29,24,Monthly,1
4845,Basic,USA,72,31,Monthly,1
4846,Basic,Australia,38,17,Monthly,1
4847,Premium,Canada,42,21,Monthly,1
4848,Basic,India,156,37,Yearly,1
4849,Standard,India,69,6,Monthly,1
4850,Basic,Australia,101,16,Monthly,0
4851,Premium,USA,87,32,Yearly,0
4852,Basic,Canada,65,40,Yearly,0
4853,Standard,Canada,29,6,Yearly,0
4854,Basic,USA,6,22,Yearly,1
4855,Standard,Australia,49,11,Yearly,0
4856,Basic,USA,39,37,Monthly,0
4857,Basic,Australia,18,8,Yearly,0
4858,Premium,USA,59,39,Monthly,0
4859,Premium,Canada,30,8,Monthly,0
4860,Premium,Canada,147,18,Monthly,1
4861,Standard,India,54,23,Yearly,1
4862,Premium,Australia,9,7,Yearly,0
4863,Basic,Canada,73,37,Monthly,1
4864,Basic,Australia,76,38,Monthly,1
4865,Basic,Australia,117,46,Yearly,0
4866,Standard,UK,59,25,Monthly,1
4867,Basic,UK,84,29,Monthly,0
4868,Basic,USA,54,42,Yearly,0
4869,Standard,Australia,36,15,Monthly,1
4870,Premium,USA,96,39,Monthly,0
4871,Basic,USA,22,40,Monthly,0
4872,Basic,India,85,43,Monthly,1
4873,Basic,UK,28,3,Yearly,1
4874,Basic,UK,118,43,Monthly,0
4875,Basic,Canada,37,47,Yearly,0
4876,Standard,UK,41,43,Yearly,0
4877,Standard,Canada,20,19,Yearly,0
4878,Standard,Australia,54,15,Yearly,0
4879,Basic,India,54,35,Monthly,1
4880,Premium,USA,170,10,Monthly,0
4881,Basic,USA,101,14,Yearly,0
4882,Basic,Australia,33,29,Monthly,0
4883,Premium,Canada,64,5,Monthly,0
4884,Basic,Germany,46,19,Yearly,0
4885,Basic,Australia,32,46,Yearly,1
4886,Premium,Canada,36,31,Monthly,0
4887,Basic,Australia,41,28,Monthly,0
4888,Standard,India,55,12,Monthly,1
4889,Basic,Australia,41,42,Monthly,1
4890,Standard,Australia,7,38,Monthly,1
4891,Basic,UK,48,44,Monthly,1
4892,Basic,Canada,54,36,Monthly,1
4893,Standard,India,90,19,Monthly,1
4894,Basic,USA,28,30,Yearly,0
4895,Basic,Germany,71,8,Monthly,1
4896,Basic,Germany,159,31,Yearly,0
4897,Basic,Canada,36,33,Monthly,1
4898,Basic,Australia,54,2,Yearly,1
4899,Basic,UK,138,9,Yearly,1
4900,Premium,Australia,53,38,Yearly,0
4901,Basic,Canada,21,39,Monthly,0
4902,Basic,Germany,49,2,Monthly,1
4903,Basic,Germany,134,26,Monthly,0
4904,Basic,Australia,142,34,Yearly,0
4905,Premium,Australia,93,31,Monthly,0
4906,Basic,Australia,76,22,Monthly,1
4907,Premium,USA,42,13,Monthly,0
4908,Basic,UK,46,18,Monthly,0
4909,Standard,UK,28,27,Monthly,1
4910,Standard,Germany,25,8,Monthly,1
4911,Premium,Germany,80,38,Yearly,0
4912,Standard,Canada,45,43,Monthly,0
4913,Standard,Canada,79,45,Monthly,0
4914,Basic,USA,18,46,Yearly,1
4915,Basic,Germany,38,42,Yearly,0
4916,Premium,Canada,16,45,Monthly,1
4917,Basic,USA,121,1,Monthly,1
4918,Basic,UK,83,35,Monthly,0
